"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"hsa-miR-642b-5p",12.2348709739091,13.4565290519481,9.69892533953558,7.2074402240305e-19,2.5922387265554e-18,30.7297949773768
"hsa-let-7b-5p",10.6252848839406,11.6501693246753,9.69810719185874,7.24857676099726e-19,2.60336207613282e-18,30.7246192884533
"hsa-miR-4787-3p",16.5899080564552,17.9699218354978,9.69174460603744,7.57655542373066e-19,2.71733000429159e-18,30.6843744197227
"hsa-miR-520d-5p",11.8440794444444,11.063169995671,9.68841790330582,7.75387072019718e-19,2.7770183056886e-18,30.6633361349755
"hsa-miR-320c",14.4086846050382,11.1090889264069,9.68612911769627,7.87825367923051e-19,2.81705628355347e-18,30.6488632633037
"hsa-miR-541-5p",9.93900852339181,10.0229755324675,9.68595571496436,7.88775759394971e-19,2.81705628355347e-18,30.6477668229129
"hsa-miR-1288-5p",12.3766201781377,10.1495064718615,9.6845961297201,7.96267025723466e-19,2.83983344838439e-18,30.6391703012997
"hsa-miR-7159-3p",10.9194306470985,10.4591288138528,9.68379963969647,8.00688465371646e-19,2.85161394790181e-18,30.6341343828687
"hsa-miR-8070",11.3935222534863,10.8546134848485,9.68223703331144,8.09433763415865e-19,2.87873932595601e-18,30.6242550351802
"hsa-miR-4743-3p",10.3988697174989,10.3306016709957,9.68168824103804,8.12527614627652e-19,2.88571785139347e-18,30.6207855179252
"hsa-miR-186-5p",10.4234326671165,11.5967389437229,9.67834217254561,8.31647252214218e-19,2.94951389867351e-18,30.5996329362405
"hsa-miR-6831-3p",13.386290322762,11.4545675367965,9.67031841571603,8.79337021990328e-19,3.11431861954908e-18,30.5489208733183
"hsa-miR-3191-5p",12.8444951626181,12.3970443852814,9.66827180920659,8.91930166830494e-19,3.15453803802741e-18,30.5359883413924
"hsa-miR-6832-3p",11.4733873049932,12.7251286060606,9.66471829802564,9.14222866433464e-19,3.22890347563065e-18,30.5135360880534
"hsa-miR-6847-3p",12.3206507557355,10.9792567965368,9.66285618022853,9.26124992165349e-19,3.26641594747115e-18,30.5017718462013
"hsa-miR-5585-5p",10.3823355182186,9.90302797835498,9.66005184309532,9.44340762455921e-19,3.32606207771077e-18,30.484056574739
"hsa-miR-548b-5p",10.650820762708,11.6331174761905,9.65880187455826,9.52574344614058e-19,3.34785529405502e-18,30.4761610211642
"hsa-miR-599",10.6212164622132,11.4452358095238,9.65871426571416,9.53154095483901e-19,3.34785529405502e-18,30.4756076453134
"hsa-miR-6741-3p",18.9358028198381,14.5136025281385,9.65701815968745,9.64447441595577e-19,3.3828624155003e-18,30.4648946666314
"hsa-miR-134-3p",14.8121856102114,13.774291030303,9.65545525072476,9.74971610914156e-19,3.41507913163613e-18,30.4550236134588
"hsa-miR-5685",11.8660655024741,11.1421191948052,9.6519953443042,9.98677408800257e-19,3.49331603901325e-18,30.4331735930127
"hsa-miR-1290",30.9446500398111,8.37351175324675,9.64629882486588,1.03896194325086e-18,3.62559150917287e-18,30.3972052987811
"hsa-miR-4266",9.5888647959964,12.5198703766234,9.64624693364793,1.03933623262956e-18,3.62559150917287e-18,30.3968776899657
"hsa-miR-3943",11.9573016639676,11.2140337532468,9.64578033172788,1.04270784106674e-18,3.63238387256857e-18,30.393931885915
"hsa-miR-506-3p",14.2988807447143,10.7727735367965,9.64492070740547,1.04894787016284e-18,3.6491365196661e-18,30.3885049484271
"hsa-miR-4470",9.15948848178137,11.230027982684,9.64233115790102,1.06797066362397e-18,3.71025230550562e-18,30.372157831255
"hsa-miR-5588-5p",10.6398750359874,10.4072445454545,9.64192603357573,1.07097756139957e-18,3.7156364375087e-18,30.3696005414722
"hsa-miR-875-3p",10.0112807402159,9.90216948484848,9.64084404043927,1.07904959990288e-18,3.73855499966351e-18,30.3627708113689
"hsa-miR-7157-3p",9.82885617431399,9.97628603030303,9.64030136179448,1.08312090989923e-18,3.74756895555366e-18,30.3593454372429
"hsa-miR-1207-3p",14.3509242919478,10.8337942467532,9.64008256202363,1.08476671582382e-18,3.74817767662703e-18,30.3579643990292
"hsa-miR-548d-3p",11.0630815510571,12.7432588095238,9.63815510775125,1.09937278991872e-18,3.79350556737853e-18,30.3457990454383
"hsa-miR-6081",10.2379854979757,11.7154727532468,9.63793058812947,1.10108684004472e-18,3.79428573258654e-18,30.3443820230204
"hsa-miR-645",12.698544831534,11.7505587359307,9.63700382367029,1.10819019395198e-18,3.81360997918699e-18,30.3385330175008
"hsa-miR-3200-3p",10.6025414991003,9.96432095670996,9.63285026874201,1.14058951210254e-18,3.91981570870818e-18,30.3123216589825
"hsa-miR-3162-5p",58.9678502852002,40.1764434718615,9.63188660021002,1.14824004786438e-18,3.93576733326632e-18,30.3062409556263
"hsa-miR-1270",11.6245224892038,9.42413474458874,9.63187681436579,1.14831799841182e-18,3.93576733326632e-18,30.3061792085824
"hsa-miR-188-5p",11.4751217309941,14.5584568008658,9.6290968514038,1.17067652753379e-18,4.00701361773312e-18,30.2886390635862
"hsa-miR-6730-3p",21.4188886329285,17.1435573246753,9.62664329244401,1.19076903157914e-18,4.07032309722092e-18,30.2731599469091
"hsa-miR-4792",31.7484625814215,23.8278874632035,9.62204268834119,1.22937232105784e-18,4.19665250160307e-18,30.2441394733377
"hsa-miR-6838-3p",10.511453645749,10.5389301645022,9.61583098691496,1.28347465141311e-18,4.37548176618106e-18,30.2049645612709
"hsa-let-7d-5p",9.89908159986504,12.0169531558442,9.61563573102899,1.28521310493645e-18,4.37555863496388e-18,30.2037333094091
"hsa-miR-4685-5p",13.7879195877193,13.3777968181818,9.61383032130252,1.30139877597444e-18,4.4247558383131e-18,30.1923491374025
"hsa-miR-873-3p",17.2239132735043,13.5064622294372,9.6131312649969,1.30772015038809e-18,4.44032807388767e-18,30.1879413927991
"hsa-miR-1287-3p",11.395241077148,9.66640126839827,9.60980938671203,1.33817855326959e-18,4.53770653036897e-18,30.1669976840681
"hsa-miR-6720-3p",9.89619880454341,10.9530110562771,9.6087996199329,1.34757611533974e-18,4.56350477306288e-18,30.1606318710068
"hsa-miR-6803-3p",21.94955868556,14.6255838744589,9.60803171404682,1.35476664048622e-18,4.58177046848787e-18,30.1557909769728
"hsa-miR-493-5p",11.18801011426,10.8666236839827,9.607029116922,1.36421219479236e-18,4.60164201284024e-18,30.1494708054015
"hsa-miR-373-5p",19.2669486129105,17.1828721255411,9.6070249577844,1.36425151439499e-18,4.60164201284024e-18,30.1494445875514
"hsa-miR-6891-3p",14.7197993749438,13.4797005108225,9.60509685428031,1.38260122088712e-18,4.65737531474525e-18,30.1372909139127
"hsa-miR-214-3p",11.2653813110661,13.578263017316,9.59889250481072,1.44332876559643e-18,4.85552553070038e-18,30.0981884872966
"hsa-miR-556-3p",8.27350794579397,9.85334816450217,9.59743121408495,1.45801316121743e-18,4.89846318986093e-18,30.0889802130519
"hsa-miR-6729-3p",27.75378527148,18.9042454329004,9.58683464071218,1.56903350458339e-18,5.2645203114311e-18,30.0222222183317
"hsa-miR-1226-5p",12.0214099736842,11.3179307835498,9.58646977356381,1.57300228523847e-18,5.2709012186046e-18,30.0199240697452
"hsa-miR-4329",12.477102402834,13.633833969697,9.58224093272023,1.61973515003673e-18,5.42037353358748e-18,29.9932907677177
"hsa-miR-6893-3p",21.2920816239316,15.5682430822511,9.57895492341481,1.65699923859959e-18,5.53780872664344e-18,29.9725985276697
"hsa-miR-147a",10.3490051356275,10.8738306103896,9.57809319178739,1.66691168448169e-18,5.56364502019412e-18,29.9671725891919
"hsa-miR-4766-5p",10.489381505623,9.52638456709957,9.57714318011334,1.67790791822039e-18,5.59302639406797e-18,29.9611910067911
"hsa-miR-4790-3p",11.9227902224471,9.36691248484849,9.57624294679962,1.68839448929501e-18,5.62063439647816e-18,29.9555230542527
"hsa-miR-4798-3p",10.026747625731,11.1939411601732,9.57450433764615,1.70883178277496e-18,5.68125299358038e-18,29.9445771857972
"hsa-miR-4762-3p",11.2293773369321,10.0923738961039,9.57298924953545,1.72684195101462e-18,5.72879351617246e-18,29.9350391719107
"hsa-miR-6759-3p",13.531346425776,12.5206734935065,9.57292378343003,1.72762439762221e-18,5.72879351617246e-18,29.9346270526991
"hsa-miR-501-3p",10.0504091522717,12.002657034632,9.56664886820705,1.8042805314499e-18,5.97521474700941e-18,29.8951305002554
"hsa-miR-548au-5p",10.2147921108862,10.3579352164502,9.56593399201705,1.8132253669535e-18,5.99704887902909e-18,29.8906314438194
"hsa-miR-122-3p",12.1306190919928,9.06912887878788,9.56480527786663,1.82743812241773e-18,6.03622695876322e-18,29.8835281701249
"hsa-miR-4272",9.75993582883491,9.7648027965368,9.56268399997133,1.85444945315939e-18,6.11752406928388e-18,29.8701793194632
"hsa-miR-4772-5p",11.305793331534,9.01790697835498,9.56086780893525,1.87789098683494e-18,6.1868501504252e-18,29.8587512317704
"hsa-miR-4647",10.101821260009,10.5222393982684,9.56038021721931,1.88423430679234e-18,6.19973868686512e-18,29.8556832816652
"hsa-miR-1252-3p",11.2437156774629,10.2261795584416,9.55903299811988,1.90187185460118e-18,6.24970776963015e-18,29.8472068274655
"hsa-miR-548aj-3p",11.5330231761134,9.03490381385281,9.55810252766538,1.91414909890337e-18,6.28195650219252e-18,29.8413527464852
"hsa-miR-6756-3p",17.1220926538461,16.2954222467532,9.55706681520848,1.92790762168622e-18,6.3189774232646e-18,29.8348367896894
"hsa-miR-548aw",10.2128444251012,10.4048608051948,9.55641743192499,1.93658418445723e-18,6.33926786953265e-18,29.8307514760388
"hsa-miR-576-3p",10.1714336995052,9.81024950649351,9.55526188885687,1.9521197398065e-18,6.38192991859817e-18,29.8234821409127
"hsa-miR-4475",10.0960502935223,10.7579634675325,9.5528329719877,1.98517993997724e-18,6.478522040259e-18,29.8082033172352
"hsa-miR-802",10.8900607494377,11.8486608268398,9.55271885853117,1.98674675901276e-18,6.478522040259e-18,29.8074855362948
"hsa-miR-6817-3p",13.790687322987,11.2567216493506,9.54714242326433,2.06482938309368e-18,6.72454013651198e-18,29.7724134186175
"hsa-miR-4796-3p",10.8328195730994,9.17373075324675,9.54639234450235,2.07556224547307e-18,6.75087209943408e-18,29.7676965166087
"hsa-miR-7107-3p",10.8318830317139,11.6700311818182,9.5448057714795,2.09844748742777e-18,6.81661285724945e-18,29.7577197550457
"hsa-miR-6514-3p",13.6533859356725,11.2156828268398,9.54171060411193,2.1438173833806e-18,6.95513273234165e-18,29.7382584190751
"hsa-miR-4634",114.822603190733,85.0069401428571,9.5405254658243,2.16144642163005e-18,7.003415978598e-18,29.7308073255197
"hsa-miR-6786-3p",16.9895017379667,16.2096235281385,9.53935888219154,2.17894013892445e-18,7.05113877443827e-18,29.7234732354984
"hsa-miR-5010-3p",12.684320945569,11.2941833160173,9.53456273767862,2.25235213854599e-18,7.27913276207823e-18,29.6933244190673
"hsa-miR-3202",10.3458477568601,10.3831061904762,9.53438599636828,2.25510387531051e-18,7.27913276207823e-18,29.6922135256711
"hsa-miR-876-3p",10.6190302932973,10.7098274502164,9.53304881008852,2.27603145405953e-18,7.3373959644144e-18,29.6838090056647
"hsa-miR-4746-5p",10.1544717618084,9.41569363203463,9.53106640468688,2.30741265129273e-18,7.42916952120765e-18,29.6713499743747
"hsa-miR-2355-5p",11.3427843927125,11.844711991342,9.52169200129963,2.46173088587769e-18,7.91603248296106e-18,29.6124472475383
"hsa-miR-5707",11.2859315834458,11.0022543073593,9.52064206925434,2.47964079154548e-18,7.96358188720525e-18,29.6058515460979
"hsa-miR-139-5p",10.824350225821,10.6604512943723,9.51609052961507,2.55879090254381e-18,8.20744251759335e-18,29.5772619101439
"hsa-miR-571",9.31753249887539,10.9013955844156,9.51165978902993,2.63825066303063e-18,8.4516824004122e-18,29.5494361429883
"hsa-miR-4465",11.085249934323,10.7984663376623,9.5090927107321,2.68540482251761e-18,8.59194767555821e-18,29.5333167775931
"hsa-miR-4714-3p",10.2657452957715,10.5229287965368,9.50611141493664,2.74121960367658e-18,8.75953632753795e-18,29.5145985519294
"hsa-miR-4496",12.4035566423752,11.2318261774892,9.50436891143008,2.77437434236309e-18,8.85438619903112e-18,29.5036592064976
"hsa-miR-4303",9.25770997908232,10.0188788051948,9.50418097428656,2.77797395553405e-18,8.85479198326477e-18,29.502479393572
"hsa-miR-5189-5p",16.3029899201529,11.1274543116883,9.50281184483033,2.80433770345719e-18,8.92766684621202e-18,29.4938846839882
"hsa-miR-6827-3p",14.540599262933,10.9716248528139,9.5024143705007,2.81203786725929e-18,8.94101815649775e-18,29.4913896292603
"hsa-miR-510-3p",11.3437513225371,9.21153280519481,9.5013112984177,2.83351761774846e-18,8.99809455200321e-18,29.4844655577787
"hsa-miR-3617-3p",10.2840285278902,11.3933224155844,9.50027536186553,2.85383848131699e-18,9.05135339223672e-18,29.4779631862118
"hsa-miR-6883-3p",14.2214361729645,12.386694995671,9.49740763585757,2.9108500063704e-18,9.22070498912361e-18,29.4599644694271
"hsa-miR-4747-3p",14.5725458450292,12.0857315541126,9.49638144905546,2.93152475826531e-18,9.27467510369299e-18,29.4535243244822
"hsa-miR-660-3p",9.9578748985605,10.0321279307359,9.49552916847289,2.94880666094584e-18,9.31779056432701e-18,29.4481757865991
"hsa-miR-4264",11.3612567141251,9.83818956709957,9.48828738161923,3.09979443003299e-18,9.78276707498035e-18,29.4027370720377
"hsa-miR-3678-5p",9.88069655443095,9.44312602164502,9.48543397936309,3.16137439954001e-18,9.96477715553401e-18,29.3848370670684
"hsa-miR-7978",11.7731829793072,9.90315387012987,9.4768922211982,3.3530760516444e-18,1.05559801625842e-17,29.331265364399
"hsa-miR-6512-3p",12.3781761185335,10.9540532034632,9.47565781884206,3.38171856846223e-18,1.06330238589133e-17,29.3235250731375
"hsa-miR-181b-3p",10.9648325425101,11.845742991342,9.47546367822201,3.38624539032225e-18,1.06341450065539e-17,29.3223077548232
"hsa-miR-5689",9.86461016801619,9.22465377489177,9.47058867935218,3.50191178512417e-18,1.09838561526035e-17,29.2917432933873
"hsa-miR-6854-3p",12.6352577809267,11.1644212294372,9.46982634700047,3.52035076252475e-18,1.10281258531181e-17,29.2869643055391
"hsa-miR-26a-1-3p",10.4121040910931,11.6925425584416,9.46843950868563,3.55414274580507e-18,1.11203239285926e-17,29.278270737029
"hsa-miR-6853-5p",10.9611876441745,10.7189659090909,9.46517763456515,3.63489805065513e-18,1.13590564082973e-17,29.2578252426093
"hsa-miR-4640-5p",65.8857006875843,46.6366047532468,9.46381503028702,3.66916994737271e-18,1.14500604395644e-17,29.2492852296902
"hsa-miR-671-3p",10.8429008744939,12.3162661125541,9.46366354752498,3.67299978022106e-18,1.14500604395644e-17,29.2483358534605
"hsa-miR-627-5p",10.056281551507,10.9615657965368,9.46292601581508,3.69170309894016e-18,1.14943136780188e-17,29.2437136631324
"hsa-miR-6766-3p",24.2033925548808,20.0325508571429,9.46076926223983,3.74694164244295e-18,1.16520746197921e-17,29.2301978691813
"hsa-miR-6733-3p",12.1583644349977,9.973953004329,9.45633704449508,3.86305015038703e-18,1.19985114293385e-17,29.202426155747
"hsa-miR-660-5p",10.6441190818713,10.1987603376623,9.45384887582857,3.92979086436322e-18,1.21909570609808e-17,29.1868378506019
"hsa-miR-3150b-5p",9.26661815227171,11.248181982684,9.45239219781201,3.96939404118841e-18,1.22988515249459e-17,29.1777125541212
"hsa-miR-8086",11.4683614946019,10.5438153376623,9.45050650920687,4.02125031059366e-18,1.24444032670071e-17,29.165900561789
"hsa-miR-6732-3p",17.2099329208277,15.024370025974,9.4499205953087,4.0374995348626e-18,1.2479544016848e-17,29.1622305740864
"hsa-miR-608",11.0852898535762,13.0676383722944,9.44678057614227,4.12570014785923e-18,1.27367256380642e-17,29.1425639705254
"hsa-miR-6797-3p",18.3134050481332,13.3476038614719,9.44655519025196,4.13210419494576e-18,1.27410709759513e-17,29.141152430183
"hsa-miR-3150a-5p",8.93844452834008,9.81245417316017,9.44495950287734,4.17772693253026e-18,1.28661880168504e-17,29.1311593845854
"hsa-miR-4520-3p",9.68941248560503,11.1876532337662,9.44003552766302,4.32168832693579e-18,1.32934924411173e-17,29.1003270248292
"hsa-miR-4716-3p",12.9901842847503,10.4828315497835,9.43647761066396,4.42876760008129e-18,1.36064546749485e-17,29.0780524372889
"hsa-miR-609",10.1899063319838,9.56432244155844,9.43431479783429,4.49514364241216e-18,1.37937620796041e-17,29.0645136188067
"hsa-miR-4778-3p",10.2766244520918,10.8137012554113,9.43350798756293,4.5201567069304e-18,1.38422045879025e-17,29.0594634462457
"hsa-miR-6844",10.2244104473684,10.6229337186147,9.43345556103638,4.52178683204816e-18,1.38422045879025e-17,29.0591352919746
"hsa-miR-4768-3p",9.72218299122807,9.96243922943723,9.4330114934144,4.5356179026939e-18,1.38570727399001e-17,29.0563557607081
"hsa-miR-616-5p",10.4802117487629,10.1012076623377,9.4329507835595,4.53751205404573e-18,1.38570727399001e-17,29.0559757664338
"hsa-miR-15b-5p",9.71004823819163,11.6106027575758,9.43015464516785,4.62560869200943e-18,1.4109213115579e-17,29.0384752649572
"hsa-miR-1913",42.4115541918578,26.2450243160173,9.42927245023117,4.65375467092228e-18,1.41781056282579e-17,29.0329541998815
"hsa-miR-4497",1465.72032754251,911.096792411255,9.42731553348516,4.71679788963315e-18,1.43439511454551e-17,29.0207079036205
"hsa-miR-1269a",11.7232902701305,10.5303308614719,9.42723405208206,4.71944118079876e-18,1.43439511454551e-17,29.0201980185291
"hsa-miR-5571-5p",12.3979222465137,13.0697621645022,9.42659170654741,4.74033073722564e-18,1.43902897380064e-17,29.0161784825672
"hsa-miR-7160-5p",16.2384484131804,16.5542172294372,9.42638428953637,4.7470956937833e-18,1.43936908670005e-17,29.0148805748197
"hsa-miR-4740-3p",16.6416972390913,14.1221829307359,9.42520383919439,4.78577939731633e-18,1.4493749956243e-17,29.0074941461979
"hsa-miR-3156-3p",12.2746457867746,11.515964034632,9.42161210459864,4.90541819166439e-18,1.48384536046787e-17,28.985021851072
"hsa-miR-4305",13.2131454048583,13.3682048917749,9.42085504833299,4.93101199275148e-18,1.48872697263008e-17,28.9802856339841
"hsa-miR-30b-3p",17.6530142782276,14.2001249177489,9.42078955009233,4.93323251714672e-18,1.48872697263008e-17,28.9798758777643
"hsa-miR-5197-3p",9.95039333963113,10.680388034632,9.41747058326591,5.04706248075544e-18,1.52127769810005e-17,28.959113940887
"hsa-miR-6500-5p",10.1326609687359,11.7370378701299,9.41600220139119,5.09825227207548e-18,1.53489295086098e-17,28.9499293430658
"hsa-miR-760",79.709627260009,49.6824221385281,9.41550271478002,5.11578235923678e-18,1.53835436510068e-17,28.9468052284795
"hsa-miR-6809-5p",11.2995283049933,11.6676748181818,9.413281362844,5.19447155269398e-18,1.55842055508107e-17,28.9329122443666
"hsa-miR-4472",18.9537077811516,17.6835894502165,9.41327397702124,5.19473518360357e-18,1.55842055508107e-17,28.9328660534459
"hsa-miR-17-3p",11.3313179808817,12.0620477229437,9.40901697866566,5.34891839659942e-18,1.60278988382239e-17,28.9062451924555
"hsa-miR-593-5p",11.0495362579847,11.0730823030303,9.4087490976106,5.35877136108337e-18,1.60385762567636e-17,28.9045701759851
"hsa-miR-6828-3p",10.1181339417454,10.1917384112554,9.39615296361649,5.8430072401661e-18,1.74673721716572e-17,28.8258300604768
"hsa-miR-610",9.86231893747188,10.0338752727273,9.39540162311826,5.87322739043643e-18,1.75371543859636e-17,28.8211346602139
"hsa-miR-25-5p",13.0111700852452,10.6907161688312,9.39385466480339,5.93593842003853e-18,1.77036759895886e-17,28.8114676266643
"hsa-miR-4473",9.17375345524066,11.8429064675325,9.39259777292884,5.9873800879251e-18,1.78362374114591e-17,28.803613703447
"hsa-miR-4755-5p",9.45914370850203,10.0303945670996,9.38910192425955,6.13279762439297e-18,1.82481142849499e-17,28.7817714494442
"hsa-miR-3689a-3p",10.8659141066127,9.92140777922078,9.38492140602921,6.31130847326459e-18,1.87573853226395e-17,28.7556556114006
"hsa-miR-6865-3p",16.1088919325236,16.7567167922078,9.3803310129363,6.51327128298137e-18,1.93350893732276e-17,28.726984633689
"hsa-miR-889-3p",10.2354971156095,10.958400982684,9.37906666968954,6.57001735744595e-18,1.94808654203339e-17,28.7190887027628
"hsa-miR-766-3p",19.9913015605038,16.0926655670996,9.37689647054621,6.66856719195072e-18,1.9750111892537e-17,28.7055366193827
"hsa-miR-6728-3p",12.673770948493,12.8579613636364,9.37420380447512,6.79288602376402e-18,2.00949644554504e-17,28.6887236733125
"hsa-miR-619-3p",9.63801201709401,11.1387558354978,9.3719580020686,6.89833227321134e-18,2.03832529509721e-17,28.6747024156644
"hsa-miR-6760-3p",11.2080064316239,13.292729978355,9.37138653417518,6.92542268299236e-18,2.04396155574427e-17,28.6711347753405
"hsa-miR-6818-3p",12.15324111426,12.0217545844156,9.37078136522413,6.95422590891279e-18,2.05008971881244e-17,28.6673568365246
"hsa-miR-511-3p",9.78162902069275,11.8821431082251,9.36873195580696,7.05265499012355e-18,2.07670556868534e-17,28.6545635447274
"hsa-miR-3677-5p",10.7077186977058,10.3816467792208,9.36703618756141,7.13514475209054e-18,2.09857198590898e-17,28.643978682597
"hsa-miR-29c-5p",10.1525334345479,10.134099978355,9.3644098909597,7.26479500156183e-18,2.13424277119616e-17,28.6275870501493
"hsa-miR-6842-3p",11.8516661273054,9.8291233030303,9.36327551905526,7.32151577742108e-18,2.14843098186694e-17,28.6205076113081
"hsa-miR-548ab",11.5283773058929,12.3925673160173,9.36130682392183,7.421000453636e-18,2.17512082261745e-17,28.6082221097862
"hsa-miR-1277-5p",10.3467089075574,10.4181001471861,9.36062140728867,7.45595101826729e-18,2.18285592383256e-17,28.6039450601638
"hsa-miR-4539",15.9804099741341,13.3556382251082,9.35713379071519,7.63633926936276e-18,2.23310380010035e-17,28.5821840322616
"hsa-miR-1303",14.7086791790373,10.9841041774892,9.35685301891847,7.65104864747618e-18,2.23484238843806e-17,28.58043229512
"hsa-miR-6165",18.1153650692758,15.8903577402597,9.35360926420526,7.82304051858762e-18,2.28246605519433e-17,28.5601960234682
"hsa-miR-4716-5p",23.4582434197031,14.5957135974026,9.34942808911421,8.0504136071919e-18,2.34612053695307e-17,28.5341157976896
"hsa-miR-10b-3p",10.7862428369321,11.3139683160173,9.34877356829539,8.08659595166565e-18,2.35397484894377e-17,28.5300336270986
"hsa-miR-20b-5p",9.82101194107063,11.6686314069264,9.34588791382158,8.24805250446163e-18,2.39823647507151e-17,28.5120375098363
"hsa-miR-3620-3p",12.3215721419253,13.3006394112554,9.34454882106017,8.32406047941654e-18,2.41758020757542e-17,28.5036871438814
"hsa-miR-1296-5p",12.5803503162393,13.3426260779221,9.34244974021404,8.4446083929894e-18,2.44980106963856e-17,28.4905985880666
"hsa-let-7g-3p",10.7731421266307,10.8397445930736,9.34214367273894,8.46232976953557e-18,2.45215237639951e-17,28.4886902419242
"hsa-miR-548as-3p",11.5439045688259,10.1962318528139,9.34148971914517,8.50031770954061e-18,2.46036437676828e-17,28.4846128929833
"hsa-miR-885-5p",11.0523937766532,11.0347177229437,9.34115594743574,8.51977163415943e-18,2.46319928198487e-17,28.4825318972515
"hsa-miR-4701-5p",12.9099900620783,12.3449743809524,9.33968457939648,8.60605902863547e-18,2.48532848505328e-17,28.473358588421
"hsa-miR-607",10.5235991470985,11.5653702294372,9.33772041632893,8.72260030414447e-18,2.5161347031186e-17,28.4611138383098
"hsa-miR-548x-3p",11.1123597089519,11.1256007186147,9.33277920115602,9.02275977965742e-18,2.5997782415962e-17,28.4303145170067
"hsa-miR-1273e",17.107757217049,14.7620854761905,9.33246351168365,9.04228164405034e-18,2.6024625499242e-17,28.4283470024692
"hsa-miR-877-5p",11.5987301981556,13.5568144675325,9.33176966998338,9.08533555564432e-18,2.61190593764296e-17,28.4240227730167
"hsa-miR-6748-5p",12.3966167046784,12.648237047619,9.32970821223796,9.21445693798048e-18,2.64604337746061e-17,28.411175919146
"hsa-miR-320b",15.1627633708952,11.5194593896104,9.32718935972632,9.37470424478557e-18,2.68903215120396e-17,28.3954801767853
"hsa-miR-4758-3p",18.6806279565902,16.1764624502165,9.3257467714831,9.46772397053918e-18,2.712662485941e-17,28.3864917413883
"hsa-miR-3529-5p",11.3450666264058,8.81208648051948,9.32517634912865,9.50475785807935e-18,2.72021689540992e-17,28.3829377266035
"hsa-miR-3184-5p",111.686913938596,65.7496990649351,9.32001202824138,9.84666057286249e-18,2.81490857183849e-17,28.3507654580106
"hsa-miR-548ah-3p",10.6229565733243,11.3430204978355,9.31932220517371,9.89324545748092e-18,2.82505889323363e-17,28.3464686021928
"hsa-miR-4799-5p",11.9164312480882,8.27828903896104,9.31683009944732,1.00633727554691e-17,2.870425114815e-17,28.3309465409605
"hsa-miR-378j",9.31691611988304,10.5361965064935,9.31599435359797,1.01210743234505e-17,2.88365804746356e-17,28.3257414823773
"hsa-miR-6513-3p",9.84137512505623,10.9108953852814,9.31404439751092,1.02569841740611e-17,2.91911937989461e-17,28.3135978164583
"hsa-miR-411-3p",9.15571409604138,9.69547732467532,9.31344581836903,1.02990669907707e-17,2.92782840874753e-17,28.3098702758391
"hsa-miR-8083",12.2169855310391,12.4149971298701,9.31187993451652,1.04099685504866e-17,2.95606011177516e-17,28.3001194856807
"hsa-miR-6834-3p",14.9095224354476,14.9948313160173,9.31008711059086,1.05383998930461e-17,2.98920130447915e-17,28.2889563548274
"hsa-miR-6769b-5p",40.2397431722897,25.2416985670996,9.30887054403376,1.06264453229239e-17,3.01082617482843e-17,28.2813818252976
"hsa-miR-6882-5p",10.2115041194332,10.7026085367965,9.30583565221709,1.08492842826354e-17,3.07055215546286e-17,28.2624878827242
"hsa-miR-6815-5p",19.6562112683311,15.2744022380952,9.30110752407672,1.12057322836193e-17,3.16791766332918e-17,28.2330575788238
"hsa-miR-597-3p",12.3037534233018,10.4300873722944,9.30044566750883,1.12565482308668e-17,3.17603971485262e-17,28.2289383297405
"hsa-miR-1972",10.7970831059379,11.8818996839827,9.30040897402387,1.12593721655952e-17,3.17603971485262e-17,28.228709961096
"hsa-miR-1266-3p",13.6356637001799,10.4157851471861,9.29791473812502,1.14529874852013e-17,3.2270848715208e-17,28.2131874882155
"hsa-miR-454-3p",8.3182914439946,8.87757495238095,9.29566417157741,1.16305240168043e-17,3.27349185903431e-17,28.199182911636
"hsa-miR-579-5p",12.5656537937472,10.1420274285714,9.29324724425486,1.18242286402542e-17,3.32434212046838e-17,28.1841446666542
"hsa-miR-5590-5p",10.3425810326136,9.36032219480519,9.29031075056642,1.20638898456543e-17,3.38798668572889e-17,28.1658758051155
"hsa-miR-4321",10.6484347339181,12.8871560909091,9.28731110025402,1.2313686833379e-17,3.45433459022184e-17,28.1472164655331
"hsa-miR-548az-5p",9.79199192375169,9.26105463203463,9.2860067611,1.24239023377002e-17,3.47834921677744e-17,28.1391035870123
"hsa-miR-3664-5p",9.81885962460638,10.7557692813853,9.28597529710645,1.2426573084252e-17,3.47834921677744e-17,28.1389078894149
"hsa-miR-3973",11.8302735578048,9.77621498268398,9.28402876090203,1.25929138040397e-17,3.52104497810322e-17,28.1268014847668
"hsa-miR-6510-3p",12.2821800494827,10.4979008441558,9.28197798146843,1.2770555159353e-17,3.56680346728918e-17,28.1140478686284
"hsa-miR-548ag",9.5098541205578,9.94332232467533,9.27899344972413,1.30335348532437e-17,3.63627066474524e-17,28.0954893933952
"hsa-miR-4757-3p",10.2726689269006,9.80086462337662,9.27819999650575,1.31043497880356e-17,3.65203190814106e-17,28.0905559386088
"hsa-miR-4709-3p",10.7621657717049,9.56809298268398,9.27748328266076,1.3168644213505e-17,3.66594353105215e-17,28.0860997751014
"hsa-miR-7152-5p",14.3904260989654,15.1645975151515,9.27406395907923,1.3479721183588e-17,3.74845027460736e-17,28.0648420990704
